ISOURBID,ISO3,URBID,NAME,SCHNM,ES90POP,ES95POP,ES00POP,SQKM_FINAL,URB_D_MEAN,BUF_D_MEAN,D_T_DIFF,URB_N_MEAN,BUF_N_MEAN,N_T_DIFF,LATITUDE,LONGITUDE
ESP27365,ESP,27365,Mos,MOS,13380,13681,14029,13.16,35.77,34.18,1.60,10.27,10.79,-0.52,43.14457473,-7.483538622
USA27374,USA,27374,Emmetsburg,EMMETSBURG,3940,3949,3958,88.38,37.01,37.07,-0.06,11.97,11.80,0.18,43.11542839,-94.66770351
USA27376,USA,27376,Yale,YALE,1977,2020,2063,23.19,30.49,30.14,0.35,12.65,11.95,0.70,43.12994476,-82.79178418
ESP27380,ESP,27380,Lugo,LUGO,82742,85273,87883,227.16,34.42,33.92,0.50,11.46,11.05,0.40,43.04312252,-7.568193048
FRA27382,FRA,27382,Lourdes,LOURDES,21492,21524,21555,88.39,32.75,32.29,0.47,16.36,15.14,1.23,43.10845463,-0.039103086
FRA27384,FRA,27384,Pamiers,PAMIERS,40975,41142,41365,270.05,32.44,30.89,1.55,16.20,15.32,0.88,42.99402993,1.622047163
FRA27401,FRA,27401,Saint-Gaudens,SAINTGAUDENS,20796,23561,26694,193.73,34.39,31.77,2.62,15.64,15.59,0.06,43.09813043,0.676868532
GEO27405,GEO,27405,Gudauta,GUDAUTA,14948,13695,12975,56.80,30.92,28.44,2.47,16.33,15.83,0.50,43.1175406,40.62343079
CHN27409,CHN,27409,Mingyue,MINGYUE,46687,56372,67221,73.34,30.59,28.37,2.23,11.93,13.25,-1.32,43.11446752,128.9164775
USA27416,USA,27416,Sioux Center,SIOUXCENTER,11077,11849,12679,247.24,34.45,34.15,0.30,12.08,11.65,0.43,43.04281922,-96.09289621
CAN27419,CAN,27419,Forest,FOREST,2454,2633,2818,58.30,31.13,29.51,1.62,11.33,13.25,-1.93,43.10189632,-81.98804208
USA27420,USA,27420,Greenwich,GREENWICH,3325,3209,3099,68.38,31.31,31.10,0.22,13.60,13.58,0.02,43.10209112,-73.52968055
USA27421,USA,27421,Hillsborough,HILLSBOROUGH,1826,1834,1842,32.59,29.23,28.67,0.56,14.01,13.38,0.64,43.11603344,-71.89856233
HRV27423,HRV,27423,Metkovic,METKOVIC,11825,12727,13697,64.89,38.59,39.22,-0.63,18.99,19.44,-0.44,43.03652434,17.60848316
JPN27425,JPN,27425,Obihiro,OBIHIRO,201384,209215,212230,1101.60,34.56,31.85,2.72,11.97,11.57,0.40,42.95614016,143.1032453
USA27431,USA,27431,Britt,BRITT,2133,2092,2052,63.32,36.59,37.29,-0.70,11.24,11.39,-0.15,43.10284508,-93.78189194
USA27432,USA,27432,Postville,POSTVILLE,1472,1829,2273,60.82,31.88,30.92,0.96,11.54,11.61,-0.07,43.08825772,-91.56026968
USA27433,USA,27433,Belding,BELDING,5969,5923,5877,65.83,31.39,31.26,0.13,12.39,12.20,0.19,43.09632133,-85.22837786
USA27435,USA,27435,Dolgeville,DOLGEVILLE,2452,2305,2166,30.09,29.17,28.90,0.27,11.53,10.98,0.55,43.10414872,-74.76528208
USA27436,USA,27436,Amsterdam,AMSTERDAM,50262,48114,46071,472.97,31.33,29.45,1.87,13.11,13.26,-0.15,42.999652,-74.26102397
ITA27438,ITA,27438,Piombino,PIOMBINO,78944,77402,75908,319.48,39.22,37.45,1.77,19.32,19.39,-0.07,42.98413296,10.68615152
USA27446,USA,27446,Riverton,RIVERTON,20189,21033,21824,256.12,49.09,52.89,-3.80,12.84,13.18,-0.34,43.02212056,-108.4027403
USA27448,USA,27448,Wagner,WAGNER,1462,1565,1675,85.28,33.82,34.58,-0.75,12.99,12.63,0.36,43.0854994,-98.2789853
USA27449,USA,27449,Beresford,BERESFORD,1849,1926,2006,69.61,34.26,33.43,0.83,12.73,12.23,0.50,43.08557459,-96.76423159
USA27451,USA,27451,Algona,ALGONA,6015,5876,5741,105.36,38.29,38.70,-0.42,12.31,11.85,0.46,43.08004036,-94.21805883
USA27452,USA,27452,Lake Mills,LAKEMILLS,4143,4479,4843,37.93,31.53,31.36,0.17,14.28,13.01,1.27,43.0871266,-88.89286719
ESP27454,ESP,27454,Ordes,ORDES,11387,11643,11939,33.24,35.14,35.55,-0.41,8.85,9.05,-0.20,43.08468279,-8.384677074
CHN27457,CHN,27457,Shiling,SHILING,29591,35730,42606,30.10,30.26,29.15,1.11,16.64,17.47,-0.84,43.09338252,124.7086678
USA27462,USA,27462,Mountain Home,MOUNTAINHOME,5936,7266,8894,139.90,59.51,58.30,1.21,13.54,14.72,-1.19,43.05778246,-115.861605
USA27465,USA,27465,Charles,CHARLES,7878,7845,7812,100.98,34.49,34.47,0.02,12.02,11.58,0.43,43.07136778,-92.66239972
USA27466,USA,27466,New Hampton,NEWHAMPTON,3660,3676,3692,80.29,32.78,33.21,-0.43,10.41,10.78,-0.36,43.06790599,-92.29902667
USA27467,USA,27467,Elsie,ELSIE,957,1005,1055,8.78,34.04,32.65,1.39,10.74,11.46,-0.72,43.09318445,-84.38571831
USA27468,USA,27468,Port Huron,PORTHURON,61800,62041,62265,446.97,30.81,28.78,2.03,13.10,14.13,-1.03,42.88405712,-82.5073591
CAN27468,CAN,27468,Sarnia,SARNIA,67487,72407,77513,417.87,31.44,29.58,1.86,13.46,13.42,0.04,42.878804,-82.37159437
ITA27470,ITA,27470,Montepulciano,MONTEPULCIANO,14010,13960,13910,60.84,38.88,39.11,-0.23,17.04,16.76,0.29,43.06978639,11.82159898
USA27479,USA,27479,Prairie du Chien,PRAIRIEDUCHIEN,5659,5836,6018,111.67,29.80,28.75,1.05,13.89,13.07,0.82,43.04620463,-91.13694349
USA27480,USA,27480,Johnson Creek,JOHNSONCREEK,1259,1411,1581,18.19,33.15,31.85,1.29,13.85,13.05,0.80,43.08064409,-88.76882563
USA27481,USA,27481,Lapeer,LAPEER,7759,8390,9072,91.60,30.85,29.55,1.30,11.84,11.43,0.41,43.05129784,-83.31695684
USA27482,USA,27482,Clyde,CLYDE,2409,2338,2269,15.68,31.20,30.41,0.80,12.66,12.37,0.30,43.08282739,-76.86550348
ESP27483,ESP,27483,Amurrio,AMURRIO,9516,9468,9494,74.68,33.87,32.52,1.35,13.08,12.92,0.16,43.0397883,-2.999341613
FRA27486,FRA,27486,Limoux,LIMOUX,14268,14806,15249,55.20,37.14,34.47,2.67,17.29,16.99,0.30,43.06311223,2.228402375
JPN27489,JPN,27489,Kushiro,KUSHIRO,205639,199323,191739,506.02,29.52,28.57,0.95,11.03,11.58,-0.55,43.00239083,144.2793863
USA27492,USA,27492,Myrtle Point,MYRTLEPOINT,2712,2578,2451,40.15,29.26,27.28,1.98,9.70,8.78,0.92,43.06165649,-124.1285182
USA27496,USA,27496,Coopersville,COOPERSVILLE,3421,3657,3910,53.95,34.58,32.97,1.61,10.84,11.42,-0.58,43.06156824,-85.93178652
USA27497,USA,27497,Batavia,BATAVIA,18128,18094,18061,155.69,33.31,32.12,1.19,11.30,11.07,0.22,43.01736381,-78.18703273
RUS27500,RUS,27500,Alagir,ALAGIR,23399,23363,23100,60.86,30.92,28.53,2.39,14.94,14.29,0.65,43.0481372,44.22881382
KGZ27503,KGZ,27503,Bishkek,BISHKEK,859876,925986,1000026,1452.86,42.60,43.28,-0.68,15.12,14.13,0.99,42.85958015,74.34735573
JPN27504,JPN,27504,Yubari,YUBARI,21000,17100,14800,132.01,28.41,28.17,0.24,12.75,12.73,0.02,43.01609429,142.006339
USA27506,USA,27506,Pine Ridge,PINERIDGE,2596,2869,3171,102.94,40.81,39.86,0.95,13.77,14.41,-0.65,43.02924033,-102.5423817
USA27508,USA,27508,Monona,MONONA,1520,1535,1550,53.33,30.39,29.97,0.42,12.08,11.72,0.35,43.05341587,-91.38946326
USA27509,USA,27509,Deerfield,DEERFIELD,1617,1785,1971,18.19,30.40,30.80,-0.40,12.63,12.73,-0.10,43.05593134,-89.07371149
USA27513,USA,27513,Arlington,ARLINGTON,1311,1254,1199,13.17,28.96,27.59,1.37,12.75,11.83,0.92,43.06163683,-73.14464873
SCG27517,SCG,27517,Bijelo Polje,BIJELOPOLJE,14991,17022,19327,67.77,33.02,32.54,0.48,12.73,12.07,0.66,43.04184032,19.76380354
RUS27519,RUS,27519,Mahackala,MAHACKALA,384494,440735,506394,482.47,40.18,36.09,4.08,18.24,18.67,-0.43,42.90451686,47.51680519
USA27527,USA,27527,Weedsport,WEEDSPORT,3355,3334,3314,57.10,30.52,30.12,0.39,12.17,12.64,-0.47,43.04286493,-76.60279721
ITA27529,ITA,27529,Massa Marittima,MASSAMARITTIMA,9573,9214,8868,21.33,37.95,36.06,1.88,17.74,18.42,-0.68,43.05302449,10.89607065
USA27534,USA,27534,Pocatello,POCATELLO,56552,60318,64359,573.44,46.02,42.58,3.43,12.99,12.45,0.54,42.90283927,-112.4423545
USA27536,USA,27536,Mount Horeb,MOUNTHOREB,4182,4950,5860,96.67,29.68,29.55,0.12,13.15,12.77,0.38,43.02110673,-89.73312078
USA27537,USA,27537,Raymond,RAYMOND,2516,2673,2839,19.45,31.58,30.92,0.67,13.61,13.00,0.61,43.04132298,-71.16304284
BGR27538,BGR,27538,Sevlievo,SEVLIEVO,25635,25298,24965,63.40,36.32,34.41,1.92,15.20,14.89,0.30,43.02891666,25.10655104
GEO27541,GEO,27541,Sukhumi,SUKHUMI,122131,125819,129619,203.76,28.97,26.52,2.45,16.55,14.89,1.66,42.96562326,41.07544869
USA27547,USA,27547,Tri City,TRICITY,9010,9120,9245,208.57,37.72,34.86,2.86,14.10,13.36,0.73,42.97382166,-123.3128023
USA27548,USA,27548,Fort Washakie,FORTWASHAKIE,4786,5081,5298,123.06,50.74,52.34,-1.59,11.15,11.61,-0.46,43.01078715,-108.8236863
USA27551,USA,27551,St. Johns,ST.JOHNS,7284,7384,7485,101.73,33.49,32.61,0.87,11.52,11.49,0.03,43.0014082,-84.54609552
USA27552,USA,27552,Imlay,IMLAY,2921,3362,3869,74.08,30.94,30.36,0.58,12.56,11.94,0.62,43.0179127,-83.05833702
ESP27553,ESP,27553,SantaÿComba,SANTACOMBA,10248,10479,10745,17.57,35.64,35.10,0.53,9.09,10.10,-1.00,43.03753091,-8.805066326
ITA27556,ITA,27556,Pescara,PESCARA,605521,611792,618933,1722.38,39.93,37.95,1.97,17.59,16.86,0.72,42.55305715,14.03669346
SCG27558,SCG,27558,Leskovac,LESKOVAC,59040,60733,62474,124.97,42.42,38.42,4.00,13.71,13.79,-0.08,42.99909289,21.96839638
USA27563,USA,27563,Le Roy,LEROY,4974,4711,4462,69.09,33.01,32.14,0.87,11.37,10.96,0.41,42.98858488,-77.98917041
USA27565,USA,27565,Cambridge,CAMBRIDGE,1906,1915,1925,17.58,31.11,30.20,0.91,12.92,12.75,0.17,43.02532864,-73.3708368
ESP27566,ESP,27566,Reinosa,REINOSA,10153,10382,10646,123.96,36.43,31.70,4.73,10.27,11.09,-0.81,43.00649315,-4.167711633
KAZ27571,KAZ,27571,Dzhambul,DZHAMBUL,309235,320658,332504,627.47,44.59,46.71,-2.12,16.01,15.83,0.18,42.90805004,71.40816019
USA27579,USA,27579,Hawarden,HAWARDEN,2439,2458,2478,68.44,34.06,33.74,0.32,12.86,12.37,0.49,43.00388363,-96.46731948
USA27580,USA,27580,Fort Atkinson,FORTATKINSON,16305,17580,18959,129.23,31.68,30.96,0.72,13.66,13.81,-0.15,42.96574829,-88.81263439
USA27581,USA,27581,Owosso,OWOSSO,19413,19248,19094,112.41,32.16,31.36,0.79,12.64,11.57,1.07,42.99685987,-84.15142465
USA27582,USA,27582,Capac,CAPAC,1583,1676,1775,10.04,30.86,30.54,0.32,11.92,11.59,0.32,43.01751661,-82.9224
USA27587,USA,27587,St. Johnsville,ST.JOHNSVILLE,1825,1754,1685,27.63,28.96,29.63,-0.68,11.86,11.79,0.07,43.00733612,-74.67310901
ITA27590,ITA,27590,Chiusi,CHIUSI,9207,8686,8195,75.98,37.77,38.01,-0.24,16.86,17.03,-0.17,43.00291048,11.94300187
USA27594,USA,27594,Tyndall,TYNDALL,1201,1220,1239,54.64,32.45,33.10,-0.66,13.09,13.04,0.05,42.99520348,-97.85388106
USA27595,USA,27595,Barneveld,BARNEVELD,660,847,1088,23.86,29.44,29.18,0.26,13.11,12.68,0.43,43.0119501,-89.88860082
USA27596,USA,27596,Lake Ripley,LAKERIPLEY,2181,2427,2704,20.09,30.98,30.53,0.45,13.13,13.21,-0.08,43.00944249,-89.00547468
USA27597,USA,27597,Ionia,IONIA,5935,7920,10569,138.22,32.34,31.56,0.78,12.21,11.65,0.57,42.96938129,-85.07322222
CHN27603,CHN,27603,Tumen,TUMEN,70802,85489,101941,95.24,32.03,30.35,1.68,15.67,16.80,-1.13,42.98620912,129.8169006
USA27608,USA,27608,Paullina,PAULLINA,1134,1129,1124,52.13,35.13,34.91,0.22,11.71,11.71,0.00,42.98551892,-95.67023366
USA27610,USA,27610,Fennimore,FENNIMORE,2378,2382,2387,57.78,30.65,29.70,0.95,12.73,12.21,0.53,42.98773728,-90.63976866
USA27611,USA,27611,Dodgeville,DODGEVILLE,3882,4047,4220,81.04,31.05,29.64,1.42,13.30,12.89,0.41,42.97549008,-90.12335681
USA27612,USA,27612,Ovid,OVID,1442,1478,1514,10.68,32.27,31.70,0.58,11.95,11.39,0.55,43.0044954,-84.36495586
CAN27613,CAN,27613,Hagersville,HAGERSVILLE,2133,2289,2450,40.20,33.28,32.92,0.36,11.17,10.38,0.79,42.97558957,-80.02812917
USA27616,USA,27616,Caledonia,CALEDONIA,2262,2294,2327,49.00,32.42,32.37,0.05,10.41,11.27,-0.86,42.98227265,-77.84305863
ITA27617,ITA,27617,Foligno,FOLIGNO,53414,52363,51334,147.71,40.62,38.43,2.19,17.39,16.25,1.14,42.94414006,12.71823689
CHN27621,CHN,27621,Huadian,HUADIAN,165756,200140,238655,122.50,31.63,28.47,3.16,18.66,16.67,1.98,42.97829836,126.7744544
RUS27623,RUS,27623,Bol?oj Kamen,BOLSOJKAMEN,67056,66955,66200,149.21,27.59,27.01,0.58,16.98,17.78,-0.80,42.95729846,132.387786
CHN27631,CHN,27631,Tulufan,TULUFAN,85692,103467,123379,152.70,52.05,55.79,-3.73,24.24,23.77,0.47,42.95833561,89.20871688
USA27637,USA,27637,West Union,WESTUNION,2490,2519,2549,62.20,32.40,32.04,0.36,10.89,11.10,-0.21,42.96350145,-91.79945656
CAN27638,CAN,27638,Strathroy,STRATHROY,10998,11800,12632,98.66,32.12,30.64,1.47,11.09,10.26,0.83,42.95661783,-81.60740862
USA27655,USA,27655,Glenns Ferry,GLENNSFERRY,1304,1449,1611,43.44,53.69,57.09,-3.41,15.56,15.16,0.40,42.96140574,-115.2926008
CAN27659,CAN,27659,Petrolia,PETROLIA,6323,6785,7263,116.96,31.54,31.20,0.35,10.17,10.67,-0.50,42.91542618,-82.12773731
HRV27663,HRV,27663,Vela Luka,VELALUKA,8186,8457,8158,55.50,36.25,33.26,2.99,20.60,20.77,-0.16,42.95209773,16.76092587
CHN27665,CHN,27665,Liaoyuan,LIAOYUAN,352748,425920,507885,271.01,31.69,29.33,2.36,16.08,16.19,-0.12,42.91920801,125.0818234
USA27668,USA,27668,Aberdeen,ABERDEEN,1406,1608,1840,62.50,36.47,37.50,-1.03,9.50,12.13,-2.63,42.94603569,-112.8300968
USA27669,USA,27669,Nashua,NASHUA,1476,1545,1618,37.07,32.84,33.60,-0.76,12.38,11.70,0.68,42.95901434,-92.52563918
CAN27672,CAN,27672,Dunnville,DUNNVILLE,4883,5240,5609,89.59,31.24,30.08,1.16,11.08,12.59,-1.50,42.92136718,-79.5871951
USA27674,USA,27674,Keene,KEENE,24696,24730,24770,121.33,29.20,28.01,1.19,12.51,12.51,0.00,42.9330788,-72.27200355
ESP27675,ESP,27675,Villablino,VILLABLINO,11862,12129,12437,74.17,34.51,33.31,1.21,10.50,10.15,0.35,42.94545482,-6.321970938
FRA27678,FRA,27678,Perpignan,PERPIGNAN,204620,228205,254509,1096.52,39.38,34.66,4.71,19.03,18.27,0.75,42.6480919,2.875935295
ESP27678,ESP,27678,Barcelona,BARCELONA,5138089,5123762,5124054,6883.62,38.17,35.71,2.46,18.72,17.58,1.14,41.49043122,1.965498116
CHN27684,CHN,27684,Panshi,PANSHI,147599,178217,212513,74.17,30.17,28.50,1.67,17.02,16.35,0.67,42.94248975,126.0667953
RUS27685,RUS,27685,Nakhodka,NAKHODKA,159150,154969,150898,309.17,29.31,27.88,1.43,16.41,15.80,0.61,42.86463115,132.9673424
USA27689,USA,27689,Gooding,GOODING,2820,3089,3384,70.40,42.66,51.59,-8.92,12.66,13.55,-0.89,42.93924164,-114.7043184
CAN27692,CAN,27692,Watford,WATFORD,1396,1497,1603,30.80,31.35,30.81,0.55,11.54,10.19,1.35,42.95092284,-81.87355828
ESP27697,ESP,27697,Vitoria,VITORIA,205830,210463,215813,336.68,35.64,32.47,3.17,13.03,12.78,0.25,42.86259288,-2.66996597
HRV27698,HRV,27698,Korcula,KORCULA,3250,3296,3131,10.99,33.96,33.99,-0.03,21.06,20.57,0.49,42.95073009,17.13537769
UZB27699,UZB,27699,Çimboy,CIMBOY,27994,29968,31336,81.09,42.79,43.06,-0.27,18.00,17.10,0.90,42.93369367,59.79039636
CHN27700,CHN,27700,Wudan,WUDAN,45913,55437,66106,72.29,39.83,43.06,-3.23,15.38,15.74,-0.36,42.93188515,119.0267625
CHN27702,CHN,27702,Yanji,YANJI,252053,304338,362905,215.72,34.72,31.05,3.68,16.35,15.88,0.47,42.90709453,129.4898455
USA27704,USA,27704,Shoshone,SHOSHONE,1249,1321,1398,34.57,53.72,54.85,-1.13,15.10,13.23,1.87,42.9382819,-114.4028042
USA27706,USA,27706,Yankton,YANKTON,12703,13109,13528,203.25,33.16,32.83,0.32,13.82,13.51,0.32,42.89117051,-97.3955196
USA27709,USA,27709,Almont,ALMONT,2354,2569,2803,32.06,30.09,30.41,-0.32,11.92,12.29,-0.37,42.93145543,-83.03995517
USA27710,USA,27710,Cazenovia,CAZENOVIA,3007,2804,2614,37.72,30.24,29.93,0.31,12.32,11.86,0.46,42.93449605,-75.83778165
USA27711,USA,27711,Waterville,WATERVILLE,1664,1692,1721,37.72,30.55,29.69,0.86,11.26,11.73,-0.48,42.93018879,-75.3751425
USA27714,USA,27714,Casper,CASPER,101802,107999,114369,519.26,47.30,49.49,-2.19,13.03,12.32,0.71,42.84999605,-106.3432292
USA27718,USA,27718,Saranac,SARANAC,1461,1392,1326,18.23,31.52,31.77,-0.26,11.86,12.08,-0.22,42.9323682,-85.20445828
USA27719,USA,27719,Durand,DURAND,4283,4104,3933,46.53,32.65,31.28,1.37,11.78,11.71,0.07,42.92206274,-83.98052138
CAN27720,CAN,27720,Simcoe,SIMCOE,14640,15708,16815,140.97,31.68,31.52,0.16,10.85,10.44,0.41,42.86468854,-80.29237751
USA27721,USA,27721,Fort Plain,FORTPLAIN,4694,4618,4545,82.37,32.10,30.65,1.45,12.34,12.28,0.06,42.91798077,-74.57376342
USA27722,USA,27722,Bennington,BENNINGTON,11052,10821,10596,105.04,29.98,28.05,1.92,12.12,11.53,0.59,42.90349622,-73.19518975
USA27733,USA,27733,North Prairie,NORTHPRAIRIE,1322,1441,1571,16.98,30.06,30.47,-0.41,13.59,13.60,-0.01,42.92363091,-88.38750274
USA27735,USA,27735,Avon,AVON,2995,2986,2977,54.08,32.24,32.20,0.04,10.96,11.20,-0.24,42.91224714,-77.72248434
USA27736,USA,27736,Geneva,GENEVA,26629,26102,25589,189.84,32.36,31.12,1.23,12.55,12.94,-0.39,42.8952404,-76.8959312
KGZ27746,KGZ,27746,Tokmok,TOKMOK,87062,80115,73959,128.35,42.36,42.22,0.14,15.60,14.18,1.42,42.80817054,75.31805713
CHN27747,CHN,27747,Hami,HAMI,164837,199030,237332,286.38,47.07,49.20,-2.12,18.11,16.88,1.23,42.85949505,93.51712275
KGZ27751,KGZ,27751,Sretenka,SRETENKA,3619,3635,3652,5.23,41.72,42.46,-0.74,13.46,13.61,-0.15,42.92784411,74.13208198
ESP27753,ESP,27753,Santiago de Compostela,SANTIAGODECOMPOSTELA,120120,122034,124074,253.60,37.26,36.41,0.86,11.11,11.49,-0.38,42.87167853,-8.537424344
SCG27757,SCG,27757,Kosovska Mitrovica,KOSOVSKAMITROVICA,58927,62590,66480,82.40,37.02,36.02,1.00,14.35,13.53,0.83,42.89501598,20.87057059
CHN27762,CHN,27762,Baoli,BAOLI,28427,34324,40930,22.63,30.38,30.24,0.13,19.00,18.54,0.46,42.9202355,123.8025333
USA27766,USA,27766,Glenrock,GLENROCK,4306,4384,4360,121.53,53.31,50.95,2.36,12.80,12.42,0.37,42.85952412,-105.8198322
USA27768,USA,27768,Morrisville,MORRISVILLE,2732,2422,2148,40.25,30.17,29.71,0.46,11.45,11.73,-0.28,42.90384391,-75.62956037
USA27769,USA,27769,Hoosick Falls,HOOSICKFALLS,3490,3463,3436,37.74,30.66,29.71,0.95,12.94,12.63,0.31,42.89977261,-73.34583836
BGR27772,BGR,27772,Gabrovo,GABROVO,78724,73333,68312,118.29,32.70,30.74,1.96,14.98,14.98,0.00,42.88117935,25.32840559
CHN27775,CHN,27775,Hunchun,HUNCHUN,95265,115027,137163,161.92,34.01,31.29,2.72,20.09,18.18,1.91,42.87245707,130.3597275
USA27777,USA,27777,Valentine,VALENTINE,2826,2823,2820,103.18,42.33,41.83,0.50,14.76,14.06,0.70,42.88127245,-100.5401954
USA27779,USA,27779,Greene,GREENE,1142,1120,1099,32.71,33.61,34.89,-1.28,11.28,11.66,-0.38,42.89616101,-92.79519684
CAN27780,CAN,27780,Tillsonburg,TILLSONBURG,12069,12949,13862,151.69,30.74,30.71,0.04,10.43,9.95,0.48,42.85850612,-80.69033972
USA27782,USA,27782,Brattleboro,BRATTLEBORO,13465,13342,13224,171.86,29.89,28.89,0.99,13.11,12.64,0.47,42.8457648,-72.5378712
USA27783,USA,27783,Peterborough,PETERBOROUGH,2685,2812,2944,40.26,28.70,28.29,0.41,13.87,13.48,0.40,42.88418157,-71.94167167
KGZ27789,KGZ,27789,Ivanovka,IVANOVKA,14435,14820,15215,40.64,41.93,42.02,-0.10,14.99,14.55,0.45,42.86452543,75.08896566
USA27797,USA,27797,Pinedale,PINEDALE,2362,2493,2580,67.96,43.10,43.02,0.08,5.19,6.05,-0.86,42.86992612,-109.8549397
USA27800,USA,27800,Portland,PORTLAND,3889,3839,3789,54.75,32.97,31.60,1.37,11.69,11.63,0.06,42.87307796,-84.89985936
USA27801,USA,27801,Memphis,MEMPHIS,1221,1174,1129,11.32,31.02,31.16,-0.13,11.39,11.50,-0.11,42.88736569,-82.76528231
CAN27802,CAN,27802,Port Dover,PORTDOVER,4747,5093,5452,139.24,33.29,29.70,3.59,10.98,12.23,-1.25,42.83388873,-80.09318757
USA27819,USA,27819,Elkader,ELKADER,1510,1487,1465,52.24,30.41,30.16,0.25,12.10,11.85,0.25,42.86433375,-91.38880919
USA27821,USA,27821,Attica,ATTICA,2630,2613,2597,58.53,31.31,30.28,1.04,11.63,10.81,0.82,42.86058869,-78.26169679
ESP27825,ESP,27825,Pamplona,PAMPLONA,216267,218865,221609,403.19,38.25,34.77,3.48,14.97,14.56,0.41,42.80185144,-1.645462679
USA27835,USA,27835,Lander,LANDER,14046,14546,15070,118.99,48.57,50.49,-1.92,11.90,11.62,0.29,42.84139977,-108.7254654
USA27838,USA,27838,Lancaster,LANCASTER,4192,4131,4070,70.50,30.67,29.68,1.00,12.35,11.83,0.52,42.85300689,-90.69710157
USA27839,USA,27839,Mineral Point,MINERALPOINT,2428,2521,2617,45.31,30.51,30.34,0.17,12.29,12.34,-0.05,42.86491132,-90.17199295
USA27840,USA,27840,Rockford,ROCKFORD,298807,317544,339162,1289.40,33.42,30.61,2.81,14.47,13.54,0.92,42.44249213,-89.00990207
SCG27845,SCG,27845,Berane,BERANE,12283,12046,11814,50.99,35.70,31.72,3.98,11.82,11.59,0.23,42.84595608,19.8785415
GEO27846,GEO,27846,Tkvarcheli,TKVARCHELI,21132,19360,18342,41.54,26.96,25.51,1.45,14.51,12.82,1.70,42.85588365,41.6802941
USA27851,USA,27851,Chadron,CHADRON,5588,5611,5634,121.52,46.47,47.07,-0.60,15.06,15.31,-0.25,42.83454699,-102.9983846
USA27852,USA,27852,Laurens,LAURENS,1550,1513,1476,51.62,38.41,38.14,0.27,11.89,11.67,0.22,42.85154848,-94.83618301
USA27853,USA,27853,Belmond,BELMOND,2500,2530,2560,61.06,37.75,38.28,-0.53,12.12,12.04,0.08,42.84813881,-93.59222926
USA27854,USA,27854,Sumner,SUMNER,2078,2092,2106,47.84,33.81,33.91,-0.10,11.10,10.97,0.12,42.85460512,-92.08783335
USA27856,USA,27856,Belleville,BELLEVILLE,1456,1667,1908,15.73,32.06,30.92,1.13,12.74,13.03,-0.29,42.86849504,-89.52483553
USA27857,USA,27857,Lansing,LANSING,270420,267115,264261,1061.30,32.23,30.32,1.91,12.83,11.52,1.31,42.70449467,-84.56953919
CAN27859,CAN,27859,Delhi,DELHI,3437,3688,3948,56.03,34.38,32.09,2.28,10.20,9.95,0.25,42.85112477,-80.48441377
USA27860,USA,27860,Richfield Springs,RICHFIELDSPRINGS,1565,1401,1255,16.67,30.54,29.12,1.42,10.98,11.61,-0.63,42.85754013,-74.98129552
RUS27864,RUS,27864,Bujnaksk,BUJNAKSK,57231,57145,56500,158.75,38.25,36.04,2.22,16.00,14.81,1.19,42.8040645,47.14555932
USA27868,USA,27868,Fayette,FAYETTE,1317,1308,1300,36.51,32.24,32.95,-0.72,11.31,11.10,0.21,42.84256968,-91.79281868
USA27869,USA,27869,Whitewater,WHITEWATER,12636,13030,13437,62.96,32.68,30.80,1.87,13.86,13.41,0.45,42.83766095,-88.72900387
CAN27870,CAN,27870,Windsor,WINDSOR,267777,287299,307561,913.44,31.29,29.41,1.88,14.11,15.55,-1.45,42.17910754,-82.8395835
USA27870,USA,27870,Detroit,DETROIT,3924448,3946670,3980786,5983.22,33.63,29.28,4.35,14.09,13.58,0.51,42.45737223,-83.31270298
CHN27877,CHN,27877,Daqintar,DAQINTAR,25182,30406,36258,44.07,40.72,42.39,-1.67,17.70,16.96,0.74,42.84497088,120.6672493
CHN27878,CHN,27878,Changtu,CHANGTU,120908,145990,174086,167.00,31.24,30.24,1.00,18.12,17.77,0.35,42.78273398,124.0822997
USA27882,USA,27882,Livonia,LIVONIA,1434,1403,1373,44.80,31.48,31.22,0.26,11.02,11.21,-0.20,42.82906238,-77.67710021
USA27883,USA,27883,Hamilton,HAMILTON,3790,3647,3509,46.60,29.93,29.45,0.48,11.50,11.14,0.36,42.82915726,-75.53637839
ESP27884,ESP,27884,Vigo,VIGO,735240,747097,760156,1626.02,36.29,34.63,1.66,12.53,12.51,0.03,42.40648022,-8.73701563
SCG27886,SCG,27886,Ro?aje,ROZAJE,8578,9357,10206,30.22,32.68,29.65,3.03,9.99,10.09,-0.10,42.84511928,20.17099826
USA27891,USA,27891,Gordon,GORDON,1803,1779,1756,89.44,42.65,43.63,-0.98,14.04,14.38,-0.33,42.81001065,-102.18797
USA27893,USA,27893,Akron,AKRON,1450,1469,1489,38.41,35.05,34.35,0.70,13.20,12.73,0.47,42.82621594,-96.55130115
USA27894,USA,27894,Marcus,MARCUS,1171,1155,1139,46.60,35.85,35.41,0.45,12.43,11.93,0.50,42.82521557,-95.79831413
USA27895,USA,27895,Perry,PERRY,2163,2113,2065,29.60,31.75,30.27,1.47,11.97,11.61,0.36,42.82913955,-84.20789309
ESP27896,ESP,27896,Guardo,GUARDO,8214,8172,8195,83.77,33.96,33.74,0.22,11.76,10.69,1.07,42.81201368,-4.844587213
